reaction,judgement_time,t0_Mean,lwr_Mean,upr_Mean,t0_Sigma,lwr_Sigma,upr_Sigma
Toxic,570,3.8908325059087523,3.840045443063139,3.9411471634664066,0.2822805441638212,0.22471209449258128,0.3654816837980099
Toxic,580,3.8908325059087523,3.8393131061614105,3.9430930196968648,0.2822805441638212,0.22794981050421917,0.3697239889259002
Toxic,590,3.8908325059087523,3.8397430408377202,3.940658226606148,0.2822805441638212,0.22378961170072817,0.3622115975945101
Toxic,600,3.885991914608196,3.8356992363090363,3.939904423246772,0.28106373416118724,0.22233942015656272,0.36002275795979477
Lethal,180,5.693607250843887,5.55922580691448,5.95428296526711,0.36987039975418146,0.2226870841223013,0.5770253993151743
Lethal,190,5.619361874371773,5.506616408148472,5.856829490892417,0.34923328611290433,0.19200365952317916,0.5894419701893728
Lethal,200,5.5337579479778025,5.452227973365915,5.693242452504185,0.3100134457552998,0.19060700785940202,0.49854115816418265
Lethal,210,5.4795646894774945,5.400812886166571,5.636864657050935,0.36049698264434304,0.24164466349331612,0.5866501898098532
Lethal,220,5.4192582688491235,5.350588096007247,5.524182514420347,0.3545229823712174,0.24924388102680278,0.4990868667670549
Lethal,230,5.3471131582950004,5.273602817580886,5.44414243629011,0.40731880397553555,0.2981905157121516,0.5725405821303865
Lethal,240,5.277824793814982,5.208261575502257,5.373003444307206,0.4282959099532536,0.3341882332142206,0.6120644025641391
Lethal,250,5.204087981289235,5.124149917816105,5.293314458349953,0.45684314665074977,0.3635643741143204,0.609448164154895
Lethal,260,5.149222113691255,5.065393910877678,5.237845366390291,0.4425867357323758,0.3501662320661451,0.5986504509606606
Lethal,270,5.116535255765534,5.03935194700759,5.203384863535023,0.46584256560218035,0.36407632108790394,0.6337432427738292
Lethal,280,5.075104151182088,4.998785115838917,5.155827758801486,0.4326998851611964,0.34133870967120045,0.5889500295487362
Lethal,290,5.0187521531454555,4.931597932369158,5.0877286887355995,0.44672302566571714,0.352326353498281,0.6097307119839747
Lethal,300,5.002014632159799,4.920312365684714,5.081280685341394,0.44729158379813405,0.3600141997170119,0.6081221167735152
Lethal,310,4.983937181849642,4.910226176921055,5.062313304433828,0.4501979257326044,0.35564494658656504,0.6027527293616456
Lethal,320,4.953785925472972,4.8688728489338855,5.039602244192286,0.46853387262251334,0.36993149435900796,0.6313904808396156
Lethal,330,4.923530553314542,4.831283236728783,5.015138804992259,0.518172800639781,0.3948479810409993,0.7274315256222249
Lethal,340,4.9157430978632295,4.814678746874184,5.007167082597279,0.5248052973083527,0.4070517444355378,0.7232248850062987
Lethal,350,4.907867799587696,4.78814592511463,4.988411330986993,0.5313917214870161,0.3983145883148003,0.7505203684526536
Lethal,360,4.895242319045935,4.78988799731986,4.9864340750353575,0.5226786138001565,0.3976594217747174,0.7750447682263792
Lethal,370,4.87876132158878,4.776248904449594,4.959647395842617,0.5129676121504233,0.38998517347460027,0.7538008452683042
Lethal,380,4.854402954777771,4.737370410943717,4.947530793510472,0.5298075039715839,0.39933738358820703,0.7637691340141769
Lethal,390,4.822840412593097,4.682901920780829,4.913670473045628,0.5407657925046941,0.396609800939249,0.7998811192613013
Lethal,400,4.794800803129134,4.634570166993845,4.89822970947066,0.5640131293457281,0.4110536442555824,0.843742920252387
Lethal,410,4.782199919776112,4.632960148048904,4.884481228050973,0.5630689112160971,0.41062759427709694,0.8306360411076258
Lethal,420,4.782199919776112,4.619338761868783,4.880406383127249,0.5630689112160971,0.4141657370391982,0.838126903753527
Lethal,430,4.762249731844096,4.58963395602704,4.873416879643464,0.5760594810681015,0.4329588841345356,0.9155974677790273
Lethal,440,4.762249731844096,4.558765684857293,4.870805746591655,0.5760594810681015,0.42282701267563383,0.9359005581893401
Lethal,450,4.730078357152518,4.494681280904958,4.843644727246154,0.6199884667535529,0.45416247530914816,1.0152991803772906
Lethal,460,4.730078357152518,4.526332632219071,4.847359541290267,0.6199884667535529,0.4514142780775557,0.9923714322053925
Lethal,470,4.718472957175608,4.504863404547075,4.839166400444308,0.6273489265470212,0.4483607064960723,0.9653873620826505
Lethal,480,4.7134004949615464,4.507529301614096,4.841643278985899,0.6188045590046937,0.4444074550399998,0.9658832187810995
Lethal,490,4.7134004949615464,4.493583912847948,4.8436048107400556,0.6188045590046937,0.4360749787485929,0.9506938542303988
Lethal,500,4.7134004949615464,4.5052102602016015,4.829503667825683,0.6188045590046937,0.4502944928031049,0.9757844324980091
Lethal,510,4.7134004949615464,4.483935270294401,4.829820841174539,0.6188045590046937,0.4498264161591878,1.0027648182674511
Lethal,520,4.7134004949615464,4.513218203035709,4.8378374889578515,0.6188045590046937,0.45070473400961175,1.0202149731884023
Lethal,530,4.7134004949615464,4.480264234746453,4.835837216513351,0.6188045590046937,0.4266540838924556,0.9650611696209795
Lethal,540,4.7140984529883125,4.517689619936457,4.835653067661411,0.5992850849552,0.42094602694502825,0.9198872802521229
Lethal,550,4.7140984529883125,4.497579898038839,4.832489615033295,0.5992850849552,0.42302150868250943,0.9339280347339092
Lethal,560,4.7140984529883125,4.46547696045624,4.825348280416117,0.5992850849552,0.43210271653692317,1.0118818781124577
Lethal,570,4.7140984529883125,4.473627309642701,4.821793067720075,0.5992850849552,0.422857871160257,0.9229975364210291
Lethal,580,4.7140984529883125,4.482373627640434,4.830525896657778,0.5992850849552,0.431801190542376,0.94483682654739
Lethal,590,4.7140984529883125,4.522846908696367,4.831872640213352,0.5992850849552,0.4250887963043927,0.9147059082072774
Lethal,600,4.7140984529883125,4.505161349791652,4.834780635827874,0.5992850849552,0.4245131349644469,0.9381098600049427
